"event_id","event_name","event_date","year"
"1454","American Birkebeiner Birkie Tour","2017-01-15 47 km CT Women’s ranking","2017"
"1456","Marcialonga Lavazeloppet","2017-01-26 17,4 km CT Women’s ranking","2017"
"1460","Bieg Piastow Main","2016-03-05 50,5 km CT Women’s ranking","2016"
"1461","Marcialonga Main","2018-01-28 70 Km CT Women’s ranking","2018"
"1462","Marcialonga Light","2018-01-28 45 Km CT Women’s ranking","2018"
"1463","Marcialonga Lavazeloppet","2018-01-25 22 Km CT Women’s ranking","2018"
"1464","Vasaloppet China Main","2018-01-04 50 Km CT Women’s ranking","2018"
"1465","Vasaloppet China Short","2018-01-04 25 Km CT Women’s ranking","2018"
"1466","Jizerská Padesatka Main","2018-02-18 50 km CT Women’s ranking","2018"
"1467","Jizerská Padesatka Bedrichov","2018-02-16 30 km FT Women’s ranking","2018"
"1468","Jizerská Padesatka Short","2018-02-17 25 km CT Women’s ranking","2018"
"1469","Dolomitenlauf Main","2018-01-21 42 km FT Women’s ranking","2018"
"1470","Dolomitenlauf CL","2018-01-20 42 Km CT Women’s ranking","2018"
"1471","Dolomitenlauf Short CL","2018-01-20 20 Km CT Women’s ranking","2018"
"1472","Dolomitenlauf Lienz Lauf","2018-01-21 20 km FT Women’s ranking","2018"
"1474","Finlandia-hiihto"," 2018-02-25 50 Km FT Women’s ranking","2018"
"1475","Finlandia-hiihto Main","2018-02-24 50 Km CT Women’s ranking","2018"
"1476","König Ludwig Lauf Main","2018-02-04 44 km CT Women’s ranking","2018"
"1477","König Ludwig Lauf FT","2018-02-03 44 km FT Women’s ranking","2018"
"1478","König Ludwig Lauf Short CL","2018-02-04 21 km CT Women’s ranking","2018"
"1479","König Ludwig Lauf Short FT","2018-02-03 21 km FT Women’s ranking","2018"
"1480","Sapporo Int. Ski Marathon Main","2018-02-04 50 Km FT Women’s ranking","2018"
"1481","Sapporo Int. Ski Marathon Short","2018-02-04 25 Km FT Women’s ranking","2018"
"1482","La Transjurassienne Main","2018-02-11 59 km FT Women’s ranking","2018"
"1483","La Transjurassienne Classic","2018-02-10 59 km CT Women’s ranking","2018"
"1484","La Transjurassienne Marathon","2018-02-11 45 km FT Women’s ranking","2018"
"1485","La Transjurassienne Short CL","2018-02-10 25 km CT Women’s ranking","2018"
"1486","La Transjurassienne Short FT","2018-02-11 25 km FT Women’s ranking","2018"
"1487","Gatineau Loppet Main","2018-02-18 51 Km FT Women’s ranking","2018"
"1488","Gatineau Loppet CL","2018-02-17 51 Km CT Women’s ranking","2018"
"1489","Gatineau Loppet Short CL","2018-02-17 27 Km CT Women’s ranking","2018"
"1490","Gatineau Loppet Short FT","2018-02-18 27 Km FT Women’s ranking","2018"
"1491","Tartu Maraton Open Track","2018-02-11 63 Km CT Women’s ranking","2018"
"1492","Tartu Maraton Main","2018-02-18 63 Km CT Women’s ranking","2018"
"1493","Tartu Maraton Open Track","2018-02-11 31 Km CT Women’s ranking","2018"
"1494","Tartu Maraton Short","2018-02-18 31 Km CT Women’s ranking","2018"
"1495","American Birkebeiner Birkie CL","2018-02-24 55 km CT Women’s ranking","2018"
"1496","American Birkebeiner Birkie FT","2018-02-24 50 km FT Women’s ranking","2018"
"1497","American Birkebeiner Kortelopet CL","2018-02-23 29 km CT Women’s ranking","2018"
"1498","American Birkebeiner Kortelopet FT","2018-02-23 29 km FT Women’s ranking","2018"
"1499","Vasaloppet Kortvasan","2018-02-23 30 km CT Women’s ranking","2018"
"1500","Vasaloppet TjejVasan","2018-02-24 30 km CT Women’s ranking","2018"
"1501","Vasaloppet Oppet Spar Sun","2018-02-25 90 km CT Women’s ranking","2018"
"1502","Vasaloppet Oppet Spar Mon","2018-02-26 90 km CT Women’s ranking","2018"
"1503","Vasaloppet Main","2018-03-04 90 km CT Women’s ranking","2018"
"1505","Bieg Piastow Main","2018-03-03 50 Km CT Women’s ranking","2018"
"1506","Bieg Piastow Short CT","2018-03-04 25 Km CT Women’s ranking","2018"
"1507","Bieg Piastow Short FT","2018-03-02 30 Km FT Women’s ranking","2018"
"1508","Vasaloppet HalvVasan","2018-02-27 45 km CT Women’s ranking","2018"
"1509","Demino Ski Marathon Main","2018-03-03 50 Km FT Women’s ranking","2018"
"1510","Demino Ski Marathon Short","2018-03-04 25 Km CT Women’s ranking","2018"
"1511","Engadin Skimarathon Main","2018-03-11 42 Km FT Women’s ranking","2018"
"1512","Engadin Skimarathon Women’s Race","2018-03-04 17 km FT Women’s ranking","2018"
"1513","Engadin Skimarathon Short","2018-03-11 21 Km FT Women’s ranking","2018"
"1514","Birkebeinerrennet Main","2018-03-17 54 Km CT Women’s ranking","2018"
"1515","Birkebeinerrennet Inga Lami","2018-03-10 30 km CT Women’s ranking","2018"
"1516","Birkebeinerrennet HalvBirken","2018-03-11 28 km CT Women’s ranking","2018"
"1517","Fossavatnsgangan Main","2018-04-28 50 Km CT Women’s ranking","2018"
"1518","Fossavatnsgangan Short CL","2018-04-28 25 Km CT Women’s ranking","2018"
"1519","Fossavatnsgangan Short FT","2018-04-26 25 Km FT Women’s ranking","2018"
"1521","Birkebeinerrennet FredagsBirken CT/FT","2018-03-16 54 km CT Women’s ranking","2018"
"1524","Finlandia-hiihto 100 C","2017-02-04 100 km CT Women’s ranking","2017"
"1525","Finlandia-hiihto Short CL","2018-02-24 32 Km CT Women’s ranking","2018"
"1526","Finlandia-hiihto Short FT","2018-02-25 20 Km FT Women’s ranking","2018"
"1528","König Ludwig Lauf Main","2012-02-05 50 km CT Women’s ranking","2012"
"1529","Ushuaia Loppet Short","2014-08-10 21 km FT Women’s ranking","2014"
"1530","Ushuaia Loppet Marchablanca","2014-08-17 21 km CT Women’s ranking","2014"
"1531","American Birkebeiner Birkie CL","2008-02-23 51 km CT Women’s ranking","2008"
"1532","American Birkebeiner"," 2008-02-23 23 km CT Women’s ranking","2008"
"1533","Ushuaia Loppet Ushuaialoppet 21 km","2015-08-09 21 km FT Women’s ranking","2015"
"1534","American Birkebeiner Korteloppet","2014-02-22 23 km CT Women’s ranking","2014"
"1535","American Birkebeiner Birkie Tour","2017-01-15 28 km CT Women’s ranking","2017"
"1537","Engadin Skimarathon Night Race","2017-03-09 17 km FT Women’s ranking","2017"
"1538","Birkebeinerrennet FredagsBirken FT","2017-03-17 54 km FT Women’s ranking","2017"
"1540","Vasaloppet TjejVasan competition","2014-02-22 30 km CT CT Women’s ranking","2014"
"1541","Birkebeinerrennet Inga Lami","2016-03-12 15 km CT Women’s ranking","2016"
"1544","Kangaroo Hoppet Main","2018-08-25 42 km FT Women’s ranking","2018"
"1545","Kangaroo Hoppet Australian Birkebeiner","2018-08-25 21 km FT Women’s ranking","2018"
"1546","Marcialonga Main","2019-01-27 70 km CT Women’s ranking","2019"
"1547","Marcialonga Light","2019-01-27 45 km CT Women’s ranking","2019"
"1548","Marcialonga Lavazeloppet","2019-01-24 17 km CT Women’s ranking","2019"
"1549","Demino Ski Marathon Main","2019-03-02 50 km FT Women’s ranking","2019"
"1550","Demino Ski Marathon Short","2019-03-03 25 km CT Women’s ranking","2019"
"1551","Engadin Skimarathon Night Race","2018-03-08 17 km FT Women’s ranking","2018"
"1552","König Ludwig Lauf"," 2019-02-02 48 km FT Women’s ranking","2019"
"1553","König Ludwig Lauf"," 2019-02-02 21 km FT Women’s ranking","2019"
"1554","König Ludwig Lauf Main","2019-02-03 48 km CT Women’s ranking","2019"
"1555","König Ludwig Lauf"," 2019-02-03 21 km CT Women’s ranking","2019"
"1557","La Transjurassienne Main","2019-02-10 68 km FT Women’s ranking","2019"
"1558","La Transjurassienne CL","2019-02-09 60 km CT Women’s ranking","2019"
"1560","La Transjurassienne Short CL","2019-02-09 25 km CT Women’s ranking","2019"
"1561","La Transjurassienne Short FT","2019-02-10 25 km FT Women’s ranking","2019"
"1562","Bieg Piastow Short FT","2019-03-01 30 km FT Women’s ranking","2019"
"1563","Bieg Piastow Main","2019-03-02 50 km CT Women’s ranking","2019"
"1564","Bieg Piastow Short CL","2019-03-03 25 km CT Women’s ranking","2019"
"1565","Finlandia-hiihto 100","2018-02-25 100 km FT Women’s ranking","2018"
"1566","Finlandia-hiihto Main","2019-02-23 50 km CT Women’s ranking","2019"
"1567","Finlandia-hiihto Short CL","2019-02-23 32 km CT Women’s ranking","2019"
"1568","Finlandia-hiihto"," 2019-02-24 50 km FT Women’s ranking","2019"
"1569","Finlandia-hiihto Short FT","2019-02-24 20 km FT Women’s ranking","2019"
"1571","Engadin Skimarathon Women’s Race","2019-03-03 17 km FT Women’s ranking","2019"
"1572","Engadin Skimarathon Night Race","2019-03-07 17 km FT Women’s ranking","2019"
"1573","Engadin Skimarathon Main","2019-03-10 42 km FT Women’s ranking","2019"
"1574","Engadin Skimarathon Short","2019-03-10 21 km FT Women’s ranking","2019"
"1575","Gatineau Loppet"," 2019-02-16 51 km CT Women’s ranking","2019"
"1576","Gatineau Loppet Short CL","2019-02-16 27 km CT Women’s ranking","2019"
"1577","Gatineau Loppet Main","2019-02-17 51 km FT Women’s ranking","2019"
"1578","Gatineau Loppet Short FT","2019-02-17 27 km FT Women’s ranking","2019"
"1579","Tartu Maraton Open Track","2019-02-10 63 km FT Women’s ranking","2019"
"1580","Tartu Maraton Open Track","2019-02-10 31 km FT Women’s ranking","2019"
"1581","Tartu Maraton Main","2019-02-17 63 km CT Women’s ranking","2019"
"1582","Tartu Maraton Short","2019-02-17 31 km CT Women’s ranking","2019"
"1583","Dolomitenlauf CL","2019-01-19 42 km CT Women’s ranking","2019"
"1584","Dolomitenlauf Short CL","2019-01-19 20 km CT Women’s ranking","2019"
"1585","Dolomitenlauf Main","2019-01-20 42 km FT Women’s ranking","2019"
"1586","Dolomitenlauf Lienz Lauf","2019-01-20 20 km FT Women’s ranking","2019"
"1587","Sapporo Int. Ski Marathon Main","2019-02-03 50 km FT Women’s ranking","2019"
"1588","Sapporo Int. Ski Marathon"," 2019-02-03 25 km FT Women’s ranking","2019"
"1589","Vasaloppet China Main","2019-01-04 50 km CT Women’s ranking","2019"
"1590","Vasaloppet China"," 2019-01-04 25 km CT Women’s ranking","2019"
"1591","Ushuaia Loppet Main","2018-08-12 50 km CT Women’s ranking","2018"
"1593","Ushuaia Loppet Marchablanca","2018-08-12 25 km CT Women’s ranking","2018"
"1594","Merino Muster Main","2018-09-01 42 km FT Women’s ranking","2018"
"1595","Merino Muster Snow Rake","2018-09-01 21 km FT Women’s ranking","2018"
"1596","Fossavatnsgangan Short FT","2019-05-02 21 km FT Women’s ranking","2019"
"1597","Fossavatnsgangan Main","2019-05-04 42 km CT Women’s ranking","2019"
"1598","Fossavatnsgangan Short CL","2019-05-04 21 km CT Women’s ranking","2019"
"1599","American Birkebeiner Birkie Tour","2019-01-13 47 km FT Women’s ranking","2019"
"1601","American Birkebeiner Kortelopet","2019-02-22 29 km FT Women’s ranking","2019"
"1602","American Birkebeiner Kortelopet","2019-02-22 29 km CT Women’s ranking","2019"
"1603","American Birkebeiner Birkie FT","2019-02-23 50 km FT Women’s ranking","2019"
"1604","American Birkebeiner Birkie CT","2019-02-23 55 km CT Women’s ranking","2019"
"1605","Vasaloppet Main","2019-03-03 90 km CT Women’s ranking","2019"
"1606","Jizerská Padesatka Bedrichovska 30","2019-02-08 30 km FT Women’s ranking","2019"
"1607","Jizerská Padesatka Short","2019-02-09 25 km CT Women’s ranking","2019"
"1608","Jizerská Padesatka Main","2019-02-10 50 km CT Women’s ranking","2019"
"1609","Vasaloppet Kortvasan","2019-02-22 30 km CT Women’s ranking","2019"
"1610","Vasaloppet TjejVasan","2019-02-23 30 km CT Women’s ranking","2019"
"1611","Vasaloppet ÖppetSpar Sun","2019-02-24 90 km CT Women’s ranking","2019"
"1612","Vasaloppet ÖppetSpar Mon","2019-02-25 90 km CT Women’s ranking","2019"
"1613","Vasaloppet HalvVasan","2019-02-26 45 km CT Women’s ranking","2019"
"1614","Birkebeinerrennet Main","2019-03-16 54 km CT Women’s ranking","2019"
"1615","Birkebeinerrennet Ingalami","2019-03-09 30 km CT Women’s ranking","2019"
"1616","Birkebeinerrennet TurBirken C/F","2019-03-15 27 km CT Women’s ranking","2019"
"1617","Birkebeinerrennet TurBirken C/F","2019-03-15 54 km CT Women’s ranking","2019"
"1618","Birkebeinerrennet SkoyteBirken","2019-03-15 54 km FT Women’s ranking","2019"
"1620","Merino Muster"," 2019-08-31 42 km FT Women’s ranking","2019"
"1621","Merino Muster Snow Rake","2019-08-31 21 km FT Women’s ranking","2019"
"1622","Vasaloppet Nattvasan","2017-03-03 90 km FT Women’s ranking","2017"
"1697","Kangaroo Hoppet Australian Birkebeiner","2019-08-24 21 km FT Women’s ranking","2019"
"1698","Kangaroo Hoppet"," 2019-08-24 42 km FT Women’s ranking","2019"
"1739","Ushuaia Loppet"," 2019-08-18 50 km CT Women’s ranking","2019"
"1740","Ushuaia Loppet Marchablanca","2019-08-18 25 km CT Women’s ranking","2019"
"1759","Finlandia-hiihto"," 2019-02-23 20 km CT Women’s ranking","2019"
