"Position","Name","Age Group","Flag","time","Global ranking points","id"
"#501","VEDOVATI Serge",NA,NA,"4:46.15,1","N/A",1258
"#502","Rey-Giraud Patrick",NA,NA,"4:46.34,5","N/A",1258
"#503","Grognuz Martial",NA,NA,"4:46.34,8","N/A",1258
"#504","Roux Nicolas",NA,NA,"4:46.35,5","N/A",1258
"#505","BERTOLINO Christian",NA,NA,"4:46.40,4","N/A",1258
"#506","Bourgeois Julien",NA,NA,"4:46.40,8","N/A",1258
"#507","Bouveret Colin",NA,NA,"4:46.45,9","N/A",1258
"#508","Jourjon Julien",NA,NA,"4:46.49,0","N/A",1258
"#509","Charbotel Damien",NA,NA,"4:47.10,9","N/A",1258
"#510","Khadery Zakaria",NA,NA,"4:47.15,9","N/A",1258
"#511","CUYNET Max",NA,NA,"4:47.20,8","N/A",1258
"#512","SALVI Elie",NA,NA,"4:47.46,1","N/A",1258
"#513","FORZATTI Carlo",NA,NA,"4:47.59,0","N/A",1258
"#514","VALLET Philippe",NA,NA,"4:48.02,4","N/A",1258
"#515","TSCHAENN Raymond",NA,NA,"4:48.07,2","N/A",1258
"#516","VIDY Christophe",NA,NA,"4:48.08,4","N/A",1258
"#517","Beche Eric",NA,NA,"4:48.15,4","N/A",1258
"#518","Ferreux Raphael",NA,NA,"4:48.18,1","N/A",1258
"#519","BERTOT Jean Louis",NA,NA,"4:48.25,0","N/A",1258
"#520","Schwab Marc-Henri",NA,NA,"4:48.30,8","N/A",1258
"#521","BOUVERET Julien",NA,NA,"4:48.39,6","N/A",1258
"#522","Vrbata Jan",NA,NA,"4:48.41,6","N/A",1258
"#523","BOURGEOIS Samuel",NA,NA,"4:48.42,6","N/A",1258
"#524","PELLEGRINI Rémy",NA,NA,"4:48.43,1","N/A",1258
"#525","AGUILLON Ludovic",NA,NA,"4:48.43,6","N/A",1258
"#526","LAMY CHAPUIS Alain",NA,NA,"4:48.52,5","N/A",1258
"#527","Rota Sylvain",NA,NA,"4:48.53,9","N/A",1258
"#528","HUBER Thomas",NA,NA,"4:48.56,2","N/A",1258
"#529","Frevent Sylvain",NA,NA,"4:49.00,0","N/A",1258
"#530","Brocart Antoine",NA,NA,"4:49.03,0","N/A",1258
"#531","BOULADOU Eric",NA,NA,"4:49.07,6","N/A",1258
"#532","Humbertclaude Pierre-Yves",NA,NA,"4:49.27,9","N/A",1258
"#533","Heusey Yannick",NA,NA,"4:49.28,1","N/A",1258
"#534","Viande Richard",NA,NA,"4:49.30,1","N/A",1258
"#535","LECLERCQ Bruno",NA,NA,"4:49.32,2","N/A",1258
"#536","ROUGIER Stéphane",NA,NA,"4:49.34,6","N/A",1258
"#537","Eyfried Jean-Sébastien",NA,NA,"4:49.35,3","N/A",1258
"#538","Vinh Mau Thierry",NA,NA,"4:49.35,6","N/A",1258
"#539","Herrera Bruno",NA,NA,"4:49.55,1","N/A",1258
"#540","Faurax William",NA,NA,"4:50.02,3","N/A",1258
"#541","VOUILLOT Frederic",NA,NA,"4:50.16,0","N/A",1258
"#542","Lacroix Olivier",NA,NA,"4:50.18,9","N/A",1258
"#543","Clerc Xavier",NA,NA,"4:50.32,3","N/A",1258
"#544","Remonnay Maxime",NA,NA,"4:50.47,4","N/A",1258
"#545","Oudotte Franck",NA,NA,"4:50.52,2","N/A",1258
"#546","Colombo Davide",NA,NA,"4:50.59,2","N/A",1258
"#547","GUILLEMIN Fabrice",NA,NA,"4:51.08,5","N/A",1258
"#548","Taland Rémi",NA,NA,"4:51.22,3","N/A",1258
"#549","Dimitriou Alexandre",NA,NA,"4:51.30,3","N/A",1258
"#550","CAMELIN Eric",NA,NA,"4:51.37,7","N/A",1258
"#551","BROSSARD Olivier",NA,NA,"4:51.39,3","N/A",1258
"#552","Robert Jean Manuel",NA,NA,"4:51.42,3","N/A",1258
"#553","BRAUD Jean Marc",NA,NA,"4:51.43,9","N/A",1258
"#554","Savinel Jean-Michel",NA,NA,"4:51.52,2","N/A",1258
"#555","Roland Adrien",NA,NA,"4:51.55,6","N/A",1258
"#556","DUBOZ Bertrand",NA,NA,"4:52.06,2","N/A",1258
"#557","Wohlgemuth Mathieu",NA,NA,"4:52.12,1","N/A",1258
"#558","BUFFARD Benoît",NA,NA,"4:52.34,0","N/A",1258
"#559","INVERNIZZI Yvan",NA,NA,"4:52.43,7","N/A",1258
"#560","JACQUET Julien",NA,NA,"4:52.53,2","N/A",1258
"#561","BOMMENSATT Pierre",NA,NA,"4:53.06,5","N/A",1258
"#562","Humberclaude Loïc",NA,NA,"4:53.07,6","N/A",1258
"#563","FALKO Lieder",NA,NA,"4:53.11,3","N/A",1258
"#564","CHAIZE Xavier",NA,NA,"4:53.13,6","N/A",1258
"#565","VIDBERG Manuel",NA,NA,"4:53.17,0","N/A",1258
"#566","Julliand Serge",NA,NA,"4:53.27,9","N/A",1258
"#567","JACQUOT Pierre",NA,NA,"4:53.29,3","N/A",1258
"#568","Pecclet Thomas",NA,NA,"4:53.31,0","N/A",1258
"#569","VALDENAIRE Daniel",NA,NA,"4:53.43,5","N/A",1258
"#570","Marguet Yoann",NA,NA,"4:53.48,2","N/A",1258
"#571","VUILLET Michel",NA,NA,"4:53.55,4","N/A",1258
"#572","DE LAMBERTERIE Gilles",NA,NA,"4:54.01,7","N/A",1258
"#573","BERLIAT Jean-Marc",NA,NA,"4:54.10,2","N/A",1258
"#574","Lebel Gaspard",NA,NA,"4:54.12,7","N/A",1258
"#575","PREBET Philippe",NA,NA,"4:54.25,1","N/A",1258
"#576","BONDIER Nicolas",NA,NA,"4:54.35,2","N/A",1258
"#577","Charnal Frédéric",NA,NA,"4:54.39,1","N/A",1258
"#578","Bonnier Franck",NA,NA,"4:54.43,4","N/A",1258
"#579","Khanski Dimitriy",NA,NA,"4:54.45,7","N/A",1258
"#580","Delacroix Antoine",NA,NA,"4:54.53,9","N/A",1258
"#581","Courtieu Marc",NA,NA,"4:55.00,8","N/A",1258
"#582","JANOD François",NA,NA,"4:55.19,6","N/A",1258
"#583","VUITTENEZ Lionel",NA,NA,"4:55.19,8","N/A",1258
"#584","FAVRE Jean Jacques",NA,NA,"4:55.20,5","N/A",1258
"#585","Peterschmitt Michel",NA,NA,"4:55.23,9","N/A",1258
"#586","Kauffmann Golwen",NA,NA,"4:55.24,3","N/A",1258
"#587","HENRY Pierre",NA,NA,"4:55.28,6","N/A",1258
"#588","THIEBAULT Jean Marc",NA,NA,"4:55.29,7","N/A",1258
"#589","Poux Berthe Jean-Claude",NA,NA,"4:55.32,9","N/A",1258
"#590","BOURNAUD Frederic",NA,NA,"4:55.34,8","N/A",1258
"#591","NOURDIN Laurent",NA,NA,"4:55.34,8","N/A",1258
"#592","VADROT Adrien",NA,NA,"4:55.39,6","N/A",1258
"#593","Morel Nicolas",NA,NA,"4:55.40,7","N/A",1258
"#594","Strazzeri Hugo",NA,NA,"4:55.41,9","N/A",1258
"#595","Mazure Cyrille",NA,NA,"4:55.42,7","N/A",1258
"#596","Konvicka Jan",NA,NA,"4:55.44,1","N/A",1258
"#597","Zurfluh Etienne",NA,NA,"4:55.57,7","N/A",1258
"#598","Le Diouron Cédric",NA,NA,"4:56.00,7","N/A",1258
"#599","Marmoex Jean Paul",NA,NA,"4:56.14,3","N/A",1258
"#600","MAINBOURG Hervé",NA,NA,"4:56.36,2","N/A",1258
"#601","Hirtzlin Pascal",NA,NA,"4:56.37,5","N/A",1258
"#602","Labourier Ludovic",NA,NA,"4:56.40,4","N/A",1258
"#603","LIMACHER Eric",NA,NA,"4:56.53,4","N/A",1258
"#604","Lacroix Joan",NA,NA,"4:57.02,2","N/A",1258
"#605","Moutote Laurent",NA,NA,"4:57.05,0","N/A",1258
"#606","Boivin Nicolas",NA,NA,"4:57.13,2","N/A",1258
"#607","Kervarec Johann",NA,NA,"4:57.18,7","N/A",1258
"#608","Verain Bruot Francois",NA,NA,"4:57.29,3","N/A",1258
"#609","Chabod Christopher",NA,NA,"4:57.30,2","N/A",1258
"#610","Demoly Thomas",NA,NA,"4:57.37,9","N/A",1258
"#611","SOLIGNAC Hervé",NA,NA,"4:57.39,6","N/A",1258
"#612","GALL Philippe",NA,NA,"4:57.51,1","N/A",1258
"#613","MAIRE Alain",NA,NA,"4:57.51,3","N/A",1258
"#614","VIEILLE Daniel",NA,NA,"4:57.52,7","N/A",1258
"#615","Wiss Richard",NA,NA,"4:57.58,1","N/A",1258
"#616","BOUVERET Fabrice",NA,NA,"4:58.26,6","N/A",1258
"#617","Vanotti Frédéric",NA,NA,"4:58.35,7","N/A",1258
"#618","DHONNEUR Sylvain",NA,NA,"4:58.40,9","N/A",1258
"#619","Couturier Frédéric",NA,NA,"4:58.43,1","N/A",1258
"#620","GERMAIN Phillippe",NA,NA,"4:58.53,7","N/A",1258
"#621","Pienkoss Lars",NA,NA,"4:58.54,3","N/A",1258
"#622","Flot Bernard",NA,NA,"4:59.11,4","N/A",1258
"#623","GIACHINO Alain",NA,NA,"4:59.13,2","N/A",1258
"#624","Bobin Philippe",NA,NA,"4:59.18,6","N/A",1258
"#625","SAND Ulf",NA,NA,"4:59.29,0","N/A",1258
"#626","IOTTI Sébastien",NA,NA,"4:59.36,9","N/A",1258
"#627","SAUVAGET Christian",NA,NA,"4:59.49,9","N/A",1258
"#628","GIRARD Thierry",NA,NA,"4:59.51,5","N/A",1258
"#629","VALETTE Thierry",NA,NA,"4:59.52,0","N/A",1258
"#630","Saillard Pierrick",NA,NA,"4:59.53,7","N/A",1258
"#631","Pacquelet Eric",NA,NA,"5:00.02,9","N/A",1258
"#632","Barthel Nicolas",NA,NA,"5:00.03,9","N/A",1258
"#633","JANEX François",NA,NA,"5:00.15,0","N/A",1258
"#634","Baverel Tony",NA,NA,"5:00.15,9","N/A",1258
"#635","GUINCHARD Christophe",NA,NA,"5:00.19,0","N/A",1258
"#636","BLAZEK Pavel",NA,NA,"5:00.19,9","N/A",1258
"#637","Caron Vincent",NA,NA,"5:00.23,6","N/A",1258
"#638","PARENT Hervé",NA,NA,"5:00.25,3","N/A",1258
"#639","DUMONTEIL Eric",NA,NA,"5:00.26,8","N/A",1258
"#640","Mejean Julien",NA,NA,"5:00.28,2","N/A",1258
"#641","Houdayer Damien",NA,NA,"5:00.35,1","N/A",1258
"#642","Maitre Julien",NA,NA,"5:00.36,4","N/A",1258
"#643","Good Patrick",NA,NA,"5:00.48,3","N/A",1258
"#644","Weiss Thomas",NA,NA,"5:00.53,9","N/A",1258
"#645","Mazenot Olivier",NA,NA,"5:01.04,2","N/A",1258
"#646","KÄESEL Aivar",NA,NA,"5:01.04,7","N/A",1258
"#647","BOUVARD Jean-Paul",NA,NA,"5:01.05,1","N/A",1258
"#648","GAUTHIER Ludovic",NA,NA,"5:01.06,1","N/A",1258
"#649","Mouillebouche Emeric",NA,NA,"5:01.10,5","N/A",1258
"#650","Roch Patrick",NA,NA,"5:01.10,8","N/A",1258
"#651","PFINGSTAG Gilles",NA,NA,"5:01.12,6","N/A",1258
"#652","HAAB Matthieu",NA,NA,"5:01.16,5","N/A",1258
"#653","HENRIET Jean Pierre",NA,NA,"5:01.17,6","N/A",1258
"#654","FEREIRE Bruno",NA,NA,"5:01.18,0","N/A",1258
"#655","Gehin Jean Luc",NA,NA,"5:01.31,4","N/A",1258
"#656","Stauffer Christophe",NA,NA,"5:02.09,0","N/A",1258
"#657","Perrier David",NA,NA,"5:02.14,1","N/A",1258
"#658","Mounier-Poulat Patrice",NA,NA,"5:02.37,1","N/A",1258
"#659","GUSTIN Cédric",NA,NA,"5:02.46,2","N/A",1258
"#660","MAZUEZ Guy",NA,NA,"5:02.49,0","N/A",1258
"#661","GERARD Jean-Christophe",NA,NA,"5:03.19,2","N/A",1258
"#662","Chappoux Yves",NA,NA,"5:03.31,9","N/A",1258
"#663","Bajou Vincent",NA,NA,"5:03.37,3","N/A",1258
"#664","Broquet Xavier",NA,NA,"5:03.40,2","N/A",1258
"#665","Sandoz Bastien",NA,NA,"5:03.44,2","N/A",1258
"#666","Humbert Matthieu",NA,NA,"5:03.46,7","N/A",1258
"#667","Cottin Jordan",NA,NA,"5:03.49,9","N/A",1258
"#668","Braun Yann",NA,NA,"5:03.53,1","N/A",1258
"#669","Goguillot Thomas",NA,NA,"5:03.59,7","N/A",1258
"#670","Rodarie Bertrand",NA,NA,"5:04.13,8","N/A",1258
"#671","Dhote Olivier",NA,NA,"5:04.19,4","N/A",1258
"#672","Thevenet Ugo",NA,NA,"5:04.23,3","N/A",1258
"#673","SIMARD Yann",NA,NA,"5:04.33,0","N/A",1258
"#674","Faivre-Pierret Jean",NA,NA,"5:04.38,4","N/A",1258
"#675","Bar Tom",NA,NA,"5:04.42,7","N/A",1258
"#676","RUTY Jacques",NA,NA,"5:04.45,5","N/A",1258
"#677","LETOUBLON Julien",NA,NA,"5:04.57,0","N/A",1258
"#678","Dornier Baptistin",NA,NA,"5:05.06,9","N/A",1258
"#679","MONNIER Eric",NA,NA,"5:05.16,3","N/A",1258
"#680","Rapicault David",NA,NA,"5:05.24,8","N/A",1258
"#681","BAVEREL Jean Marie",NA,NA,"5:05.26,6","N/A",1258
"#682","Poujade Thibault",NA,NA,"5:05.28,0","N/A",1258
"#683","VERJUS Pierre",NA,NA,"5:05.42,4","N/A",1258
"#684","Louvrier Elie",NA,NA,"5:05.46,7","N/A",1258
"#685","RIVALLANT Nicolas",NA,NA,"5:05.53,8","N/A",1258
"#686","Degrace Didier",NA,NA,"5:06.01,9","N/A",1258
"#687","Moussu Emmanuel",NA,NA,"5:06.05,1","N/A",1258
"#688","POURCHET Jean Michel",NA,NA,"5:06.05,1","N/A",1258
"#689","Guignier Patrick",NA,NA,"5:06.12,3","N/A",1258
"#690","Rozain Sébastien",NA,NA,"5:06.25,2","N/A",1258
"#691","Vermet Svend",NA,NA,"5:06.28,6","N/A",1258
"#692","MAIDIN Sergei",NA,NA,"5:06.30,9","N/A",1258
"#693","Crouvezier Patrick",NA,NA,"5:06.32,7","N/A",1258
"#694","HANRIOT Gilles",NA,NA,"5:06.38,2","N/A",1258
"#695","VANDEL Nicolas",NA,NA,"5:06.46,4","N/A",1258
"#696","Moret-Es-Jean Gilles",NA,NA,"5:06.46,6","N/A",1258
"#697","Briand Dominique",NA,NA,"5:06.58,8","N/A",1258
"#698","Rolland Yann",NA,NA,"5:06.58,8","N/A",1258
"#699","CASIER Ludovic",NA,NA,"5:07.06,7","N/A",1258
"#700","Prat Olivier",NA,NA,"5:07.13,6","N/A",1258
"#701","Leroy Nicolas",NA,NA,"5:07.18,2","N/A",1258
"#702","Grosdidier Olivier",NA,NA,"5:07.24,2","N/A",1258
"#703","Lamon Romain",NA,NA,"5:07.26,3","N/A",1258
"#704","MARCOUX Alain",NA,NA,"5:07.32,9","N/A",1258
"#705","Billet Jean Marc",NA,NA,"5:07.34,9","N/A",1258
"#706","Mazimann Ludovic",NA,NA,"5:07.36,6","N/A",1258
"#707","MICHEL Olivier",NA,NA,"5:07.43,9","N/A",1258
"#708","Belperron Fabien",NA,NA,"5:07.57,9","N/A",1258
"#709","Margaillan Daniel",NA,NA,"5:08.14,8","N/A",1258
"#710","BERBINEAU Antoine",NA,NA,"5:08.36,2","N/A",1258
"#711","Gatinet Julien",NA,NA,"5:08.44,5","N/A",1258
"#712","Lamboley Loïc",NA,NA,"5:08.46,0","N/A",1258
"#713","Gruffaz Frédéric",NA,NA,"5:08.48,0","N/A",1258
"#714","Tissot Alexis",NA,NA,"5:08.48,5","N/A",1258
"#715","Donnier-Valentin Rémi",NA,NA,"5:08.48,6","N/A",1258
"#716","COSTE Joël",NA,NA,"5:09.00,9","N/A",1258
"#717","Delval Franck",NA,NA,"5:09.11,1","N/A",1258
"#718","Marceau Benoît",NA,NA,"5:09.25,8","N/A",1258
"#719","Lhomme Jean-François",NA,NA,"5:09.32,9","N/A",1258
"#720","SEIFERT Jan",NA,NA,"5:09.36,5","N/A",1258
"#721","DALLEMAGNE Ghislain",NA,NA,"5:09.41,1","N/A",1258
"#722","RIGAUD Etienne",NA,NA,"5:09.47,1","N/A",1258
"#723","Meuterlos Stéphane",NA,NA,"5:09.51,7","N/A",1258
"#724","Jeannin Mickael",NA,NA,"5:09.54,5","N/A",1258
"#725","HUDRY-CLERGEON RACHEL",NA,NA,"5:09.58,5","N/A",1258
"#726","Juhen Damien",NA,NA,"5:09.59,3","N/A",1258
"#727","Schweizer Olivier",NA,NA,"5:10.00,7","N/A",1258
"#728","Veillon Pierre",NA,NA,"5:10.05,6","N/A",1258
"#729","Ferreux Pierre-Emmanuel",NA,NA,"5:10.06,6","N/A",1258
"#730","DUFFAIT Yves",NA,NA,"5:10.09,5","N/A",1258
"#731","Depalle Franck",NA,NA,"5:10.18,6","N/A",1258
"#732","Herbin Mathieu",NA,NA,"5:10.19,6","N/A",1258
"#733","Bordin Matthieu",NA,NA,"5:10.20,5","N/A",1258
"#734","MERCIER François",NA,NA,"5:10.25,9","N/A",1258
"#735","Goubard Xavier",NA,NA,"5:10.27,3","N/A",1258
"#736","Michaut Samuel",NA,NA,"5:10.28,9","N/A",1258
"#737","Nicod Cédric",NA,NA,"5:10.29,8","N/A",1258
"#738","BURRI Didier",NA,NA,"5:10.42,4","N/A",1258
"#739","Girard Julien",NA,NA,"5:10.44,0","N/A",1258
"#740","Vanini Arnaud",NA,NA,"5:10.47,5","N/A",1258
"#741","Bourgeois Marc",NA,NA,"5:10.56,8","N/A",1258
"#742","Chalon Jacky",NA,NA,"5:11.01,6","N/A",1258
"#743","DUBOL Cédric",NA,NA,"5:11.04,0","N/A",1258
"#744","VIAUD Franck",NA,NA,"5:11.11,0","N/A",1258
"#745","Coste Sébastien",NA,NA,"5:11.27,2","N/A",1258
"#746","HUBY Yann",NA,NA,"5:11.33,2","N/A",1258
"#747","Bertherat Vincent",NA,NA,"5:11.44,3","N/A",1258
"#748","Corberon Bertrand",NA,NA,"5:11.45,9","N/A",1258
"#749","Schütz Detlef",NA,NA,"5:11.46,0","N/A",1258
"#750","Tardieu Vincent",NA,NA,"5:11.47,5","N/A",1258
"#751","ESTEVES Bruno",NA,NA,"5:11.48,8","N/A",1258
"#752","Michelin Nicolas",NA,NA,"5:11.49,7","N/A",1258
"#753","GRIFFOND Xavier",NA,NA,"5:11.50,5","N/A",1258
"#754","BOUCHARDON Nicolas",NA,NA,"5:11.51,9","N/A",1258
"#755","van de Velde Stijn",NA,NA,"5:11.58,7","N/A",1258
"#756","Cordier Bruno",NA,NA,"5:12.01,3","N/A",1258
"#757","DUCLOCHER Jérôme",NA,NA,"5:12.09,9","N/A",1258
"#758","WANNER François",NA,NA,"5:12.10,7","N/A",1258
"#759","Keller Reto",NA,NA,"5:12.18,9","N/A",1258
"#760","BAUMANN Alexander",NA,NA,"5:12.33,2","N/A",1258
"#761","PERRIER Jean Pierre",NA,NA,"5:12.38,1","N/A",1258
"#762","VOISIN Rémi",NA,NA,"5:12.45,4","N/A",1258
"#763","LAU Francis",NA,NA,"5:12.56,4","N/A",1258
"#764","Grenier Stéphane",NA,NA,"5:13.01,1","N/A",1258
"#765","SINGELE Cédric",NA,NA,"5:13.07,6","N/A",1258
"#766","LAFFAY Alain",NA,NA,"5:13.08,0","N/A",1258
"#767","COTTIER Laurent",NA,NA,"5:13.32,4","N/A",1258
"#768","CANARD Philippe",NA,NA,"5:13.37,2","N/A",1258
"#769","VARRAUT Patrice",NA,NA,"5:13.42,7","N/A",1258
"#770","ADREANI Jean Yves",NA,NA,"5:13.43,4","N/A",1258
"#771","BATLOGG Christian",NA,NA,"5:13.50,0","N/A",1258
"#772","LAVY Gaël",NA,NA,"5:13.51,2","N/A",1258
"#773","CHARTIER Franck",NA,NA,"5:13.52,0","N/A",1258
"#774","DUPARCHY Fabien",NA,NA,"5:13.55,0","N/A",1258
"#775","Roux Sébastien",NA,NA,"5:13.57,0","N/A",1258
"#776","MARGUET Florian",NA,NA,"5:13.57,4","N/A",1258
"#777","Boivin Samuel",NA,NA,"5:14.08,9","N/A",1258
"#778","Fetet Basile",NA,NA,"5:14.16,2","N/A",1258
"#779","Penna Ambroise",NA,NA,"5:14.29,6","N/A",1258
"#780","Cedat Bruno",NA,NA,"5:14.32,2","N/A",1258
"#781","BAUDURET Didier",NA,NA,"5:14.35,2","N/A",1258
"#782","Millereau Benjamin",NA,NA,"5:14.35,6","N/A",1258
"#783","Vrbata Jirí",NA,NA,"5:14.37,5","N/A",1258
"#784","Colombie Victor",NA,NA,"5:14.38,3","N/A",1258
"#785","Monnier-Benoit Nicolas",NA,NA,"5:14.42,4","N/A",1258
"#786","Mesnier Philippe",NA,NA,"5:14.44,5","N/A",1258
"#787","VEYSSET Joel",NA,NA,"5:14.51,6","N/A",1258
"#788","YVON Vincent",NA,NA,"5:14.55,0","N/A",1258
"#789","Goettelmann Philippe",NA,NA,"5:15.03,1","N/A",1258
"#790","LETELLIER François",NA,NA,"5:15.09,9","N/A",1258
"#791","BORGONOVO Maurizio",NA,NA,"5:15.17,6","N/A",1258
"#792","Pasero Mathieu",NA,NA,"5:15.21,4","N/A",1258
"#793","PETITE Lionel",NA,NA,"5:15.36,1","N/A",1258
"#794","BLANC Francis",NA,NA,"5:15.43,2","N/A",1258
"#795","Verkindt Philippe",NA,NA,"5:15.50,3","N/A",1258
"#796","Rolland Jonathan",NA,NA,"5:15.57,1","N/A",1258
"#797","MORISSON Julien",NA,NA,"5:16.06,9","N/A",1258
"#798","Nerbollier Fabrice",NA,NA,"5:16.23,6","N/A",1258
"#799","PANIER Yves",NA,NA,"5:16.23,8","N/A",1258
"#800","CUCHE Charles Henri",NA,NA,"5:16.24,7","N/A",1258
"#801","Barth Thierry",NA,NA,"5:16.25,2","N/A",1258
"#802","Tinguely Maxime",NA,NA,"5:16.46,2","N/A",1258
"#803","Vallet Marc",NA,NA,"5:16.48,9","N/A",1258
"#804","VERHAEGHE Sébastien",NA,NA,"5:16.59,6","N/A",1258
"#805","Nadler Frederic",NA,NA,"5:17.00,4","N/A",1258
"#806","Parmentier Marc",NA,NA,"5:17.02,4","N/A",1258
"#807","Kousa Rauno T",NA,NA,"5:17.03,5","N/A",1258
"#808","Liogier Rémi",NA,NA,"5:17.06,5","N/A",1258
"#809","PERRIN Gilles",NA,NA,"5:17.10,4","N/A",1258
"#810","Gilot Etienne",NA,NA,"5:17.13,1","N/A",1258
"#811","Lair Frédéric",NA,NA,"5:17.19,5","N/A",1258
"#812","BOSSON Jean Louis",NA,NA,"5:17.22,3","N/A",1258
"#813","GLEIZON Christophe",NA,NA,"5:17.32,1","N/A",1258
"#814","Tissot Yannick",NA,NA,"5:17.34,5","N/A",1258
"#815","Perdriel Leo",NA,NA,"5:18.01,5","N/A",1258
"#816","McConville Ian",NA,NA,"5:18.01,8","N/A",1258
"#817","BUNICHON Patrick",NA,NA,"5:18.12,4","N/A",1258
"#818","SIMON Frédéric*",NA,NA,"5:18.16,9","N/A",1258
"#819","Bourgeois Régis",NA,NA,"5:18.25,7","N/A",1258
"#820","Burdet Damien",NA,NA,"5:18.41,5","N/A",1258
"#821","CLAUDE Ludovic",NA,NA,"5:18.51,1","N/A",1258
"#822","LAMBEY Daniel",NA,NA,"5:18.55,3","N/A",1258
"#823","Martin Philippe",NA,NA,"5:18.58,6","N/A",1258
"#824","Hubert Jean-Marc",NA,NA,"5:19.00,2","N/A",1258
"#825","BOURQUIN Vincent",NA,NA,"5:19.03,9","N/A",1258
"#826","Bourdin Christophe",NA,NA,"5:19.07,0","N/A",1258
"#827","Sallet Jean-Claude",NA,NA,"5:19.10,5","N/A",1258
"#828","ORSI Eric",NA,NA,"5:19.10,6","N/A",1258
"#829","MUNIER Philippe",NA,NA,"5:19.16,1","N/A",1258
"#830","JOKINEN Mika",NA,NA,"5:19.20,8","N/A",1258
"#831","RENAUD Marc Olivier",NA,NA,"5:19.28,3","N/A",1258
"#832","KIRCHHOFF Bernard",NA,NA,"5:19.31,3","N/A",1258
"#833","Fil Bertrand",NA,NA,"5:19.38,9","N/A",1258
"#834","Guichardot Laurent",NA,NA,"5:19.41,4","N/A",1258
"#835","ALARVO Esa",NA,NA,"5:19.48,1","N/A",1258
"#836","Fauvel Frédéric",NA,NA,"5:19.52,2","N/A",1258
"#837","MAHUT Bruno",NA,NA,"5:19.55,7","N/A",1258
"#838","WERLEN Martin",NA,NA,"5:20.07,4","N/A",1258
"#839","MÜLLER Daniel-Heiri",NA,NA,"5:20.11,0","N/A",1258
"#840","Grillon Maxence",NA,NA,"5:20.11,2","N/A",1258
"#841","EYMARD Daniel",NA,NA,"5:20.14,2","N/A",1258
"#842","Rossi Luca",NA,NA,"5:20.17,5","N/A",1258
"#843","DEVEAUD Jean Paul",NA,NA,"5:20.17,9","N/A",1258
"#844","Pinte Jean Luc",NA,NA,"5:20.19,2","N/A",1258
"#845","Vitek Libor",NA,NA,"5:20.20,9","N/A",1258
"#846","Hauck Anthony",NA,NA,"5:20.29,2","N/A",1258
"#847","Kaabel Kaido",NA,NA,"5:20.30,1","N/A",1258
"#848","SALVI Antoine",NA,NA,"5:20.33,6","N/A",1258
"#849","Vone Serge",NA,NA,"5:20.46,9","N/A",1258
"#850","Gaudinot Damien",NA,NA,"5:20.50,6","N/A",1258
"#851","BLANC Damien",NA,NA,"5:20.56,4","N/A",1258
"#852","CLAVE Bernard",NA,NA,"5:21.00,8","N/A",1258
"#853","Fegele Pierre-Yves",NA,NA,"5:21.01,5","N/A",1258
"#854","Contoz Baptiste",NA,NA,"5:21.03,6","N/A",1258
"#855","Watrin Mathieu",NA,NA,"5:21.04,2","N/A",1258
"#856","Pierrel Guillaume",NA,NA,"5:21.06,5","N/A",1258
"#857","Willems Quentin",NA,NA,"5:21.09,4","N/A",1258
"#858","ROUSSEL Alban",NA,NA,"5:21.10,8","N/A",1258
"#859","Lyonnet Sébastien",NA,NA,"5:21.15,9","N/A",1258
"#860","MEUNIER Jean Louis",NA,NA,"5:21.16,8","N/A",1258
"#861","Fleck Frédérick",NA,NA,"5:21.20,8","N/A",1258
"#862","Claudet Adrien",NA,NA,"5:21.23,5","N/A",1258
"#863","VACHON Jean Jacques",NA,NA,"5:21.24,2","N/A",1258
"#864","EXCOFFIER Claude",NA,NA,"5:21.28,0","N/A",1258
"#865","Pion Mickael",NA,NA,"5:21.39,6","N/A",1258
"#866","MARTIN Christophe",NA,NA,"5:21.54,7","N/A",1258
"#867","MASCHKE Holger",NA,NA,"5:21.57,9","N/A",1258
"#868","PINEL Patrick  André",NA,NA,"5:22.00,3","N/A",1258
"#869","Boivin Baptiste",NA,NA,"5:22.03,2","N/A",1258
"#870","DUCASTEL Nicolas",NA,NA,"5:22.04,0","N/A",1258
"#871","FERRIOT Michel",NA,NA,"5:22.04,7","N/A",1258
"#872","Drezet Florimond",NA,NA,"5:22.08,1","N/A",1258
"#873","DREZET Philippe",NA,NA,"5:22.08,3","N/A",1258
"#874","Hely Pascal",NA,NA,"5:22.09,2","N/A",1258
"#875","Valdenaire Christian",NA,NA,"5:22.13,4","N/A",1258
"#876","Allemann Gary",NA,NA,"5:22.16,1","N/A",1258
"#877","Coulot Wilfrid",NA,NA,"5:22.24,3","N/A",1258
"#878","Etienne Patrick",NA,NA,"5:22.28,7","N/A",1258
"#879","Carrier Julien",NA,NA,"5:22.33,8","N/A",1258
"#880","Falduto Mikael",NA,NA,"5:22.38,3","N/A",1258
"#881","SAILLARD Stéphane",NA,NA,"5:22.38,8","N/A",1258
"#882","Oguey Jacques",NA,NA,"5:22.51,3","N/A",1258
"#883","REPELLIN David",NA,NA,"5:22.59,4","N/A",1258
"#884","GEHIN Stephane",NA,NA,"5:23.11,2","N/A",1258
"#885","Basmaji-Dubre Tédi",NA,NA,"5:23.26,5","N/A",1258
